"display_id","pseudo_sql","sql"
D0036,"{""result"": ""Q1_count >= 5 AND Q2_count >= 5 AND Q1_sum >= 5000 AND ((Q1_sum-(Q2_sum/2))/(Q2_sum/2))*100 >= 50"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 30 day FROM transaction date\nWHERE #{trans_type} = {Deposit} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q1_count,Q1_sum""}, {""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 60 day FROM 30 day before transaction date\nWHERE #{trans_type} = {Deposit} AND #{trans_method} = {Cash}"", ""variable_name"": ""Q2_count, Q2_sum""}], ""triggers"": ""#{trans_type} = {Deposit} AND #{trans_method} = {Cash}""}","{""result"": ""Q1_count >= 5 and Q2_count >= 5 and Q1_sum >= 5000 and ((Q1_sum-(Q2_sum/2))/(Q2_sum/2))*100 >= 50"", ""queries"": [{""variable_name"": ""Q1_count,Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_count, Q2_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash' AND\n    a.trans_date >= date_sub(day, 60, date_sub(day ,30 ,toDateTime(%(trans_date)s))) AND\n            a.trans_date <= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n            t.trans_date >= date_sub(day, 60, date_sub(day ,30 ,toDateTime(%(trans_date)s))) AND\n            t.trans_date <= date_sub(day, 30, toDateTime(%(trans_date)s))\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'Deposit' AND t.trans_method = 'Cash'\n);""}"
D0037,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 10000"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 10 minute FROM transaction date\nWHERE #{industry} = {Crypto}"", ""variable_name"": ""Q1_count, Q1_sum""}], ""triggers"": ""#{industry} = {Crypto}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 10000"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.industry = 'Crypto' AND\n    a.trans_date >= date_sub(minute, 10, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(minute, 10, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.industry = 'Crypto'\n);""}"
D0038,"{""result"": ""Q1_count >= 3 AND Q1_sum >= 5000 AND ( Q2_sum / Q1_sum ) * 100 >= 80"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 1 day FROM transaction date\nWHERE #{account} is {dest} AND #{trans_type} = {ATMDeposit, Payment, Deposit, Transfer, AssetSale} AND #{industry} = {Crypto}"", ""variable_name"": ""Q1_count, Q1_sum""}, {""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 1 day FROM transaction date\nWHERE #{account} is {source} AND #{trans_type} = {Withdrawal, Payment, AssetPurchase, Transfer, ATMWithdrawal, LoanRepayment, Bet} AND #{industry} = {Crypto}"", ""variable_name"": ""Q2_sum""}], ""triggers"": ""#{account} is {source} AND #{trans_type} = {Withdrawal, Payment, AssetPurchase, Transfer, ATMWithdrawal, LoanRepayment, Bet} AND #{industry} = {Crypto}""}","{""result"": ""Q1_count >= 3 and Q1_sum >= 5000 and ( Q2_sum / Q1_sum ) * 100 >= 80"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Destination' AND t.trans_type in ('ATMDeposit', 'Payment', 'Deposit', 'Transfer', 'AssetSale') AND t.industry = 'Crypto' AND\n    a.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type in ('Withdrawal', 'Payment', 'AssetPurchase', 'Transfer', 'ATMWithdrawal', 'LoanRepayment', 'Bet') AND t.industry = 'Crypto' AND\n    a.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 1, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    a.trans_acct_type = 'Source' AND t.trans_type in ('Withdrawal', 'Payment', 'AssetPurchase', 'Transfer', 'ATMWithdrawal', 'LoanRepayment', 'Bet') AND t.industry = 'Crypto'\n);""}"
D0039,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{account} is {source} AND #{d.acct_type} = {WalletAddr} AND (#{d.acct_id} in {wallet_address_blacklist})""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    s.tenant_id = %(tenant_id)s AND s.acct_id = %(acct_id)s AND s.trans_date = %(trans_date)s AND d.acct_type = 'WalletAddr' AND ( d.acct_id  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = '' AND r.name = 'wallet_address_blacklist') )\n);""}"
D0040,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{account} is {dest} AND #{s.acct_type} = {WalletAddr} AND (#{s.acct_id} in {wallet_address_blacklist})""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    d.tenant_id = %(tenant_id)s AND d.acct_id = %(acct_id)s AND d.trans_date = %(trans_date)s AND s.acct_type = 'WalletAddr' AND ( s.acct_id  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = '' AND r.name = 'wallet_address_blacklist') )\n);""}"
D0041,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{industry} = {Crypto} AND #{trans_type} = {ATMDeposit, ATMWithdrawal} AND ( #{location} in {country_risk_high} OR #{location} in {country_risk_prohibited} )""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.industry = 'Crypto' AND t.trans_type in ('ATMDeposit', 'ATMWithdrawal') AND ( t.location  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = 'High' AND r.name = 'country_risk') OR t.location  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = 'Prohibited' AND r.name = 'country_risk') )\n);""}"
D0042,"{""result"": ""Q2_count > 0 AND ( Q1_sum / Q2_sum ) * 100 >= 150"", ""queries"": [{""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{trans_type} = {CryptoSale} AND #{trans_method} = {CryptoCurrency} "", ""variable_name"": ""Q1_sum""}, {""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 30 day FROM 7 day before transaction date\nWHERE #{trans_type} = {CryptoSale} AND #{trans_method} = {CryptoCurrency}"", ""variable_name"": ""Q2_count, Q2_sum""}], ""triggers"": ""#{trans_type} = {CryptoSale} AND #{trans_method} = {CryptoCurrency} AND #{amount} >= {5000}""}","{""result"": ""Q2_count > 0 and ( Q1_sum / Q2_sum ) * 100 >= 150"", ""queries"": [{""variable_name"": ""Q1_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'CryptoSale' AND t.trans_method = 'CryptoCurrency' AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_count, Q2_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'CryptoSale' AND t.trans_method = 'CryptoCurrency' AND\n    a.trans_date >= date_sub(day, 30, date_sub(day ,7 ,toDateTime(%(trans_date)s))) AND\n            a.trans_date <= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            t.trans_date >= date_sub(day, 30, date_sub(day ,7 ,toDateTime(%(trans_date)s))) AND\n            t.trans_date <= date_sub(day, 7, toDateTime(%(trans_date)s))\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'CryptoSale' AND t.trans_method = 'CryptoCurrency' AND t.amount >= '5000'\n);""}"
D0043,"{""result"": ""Q2_count > 0 AND ( Q1_sum / Q2_sum ) * 100 >= 150"", ""queries"": [{""pseudo_query"": ""QUERY SUM({amount})\nFROM DATA\nPAST 7 day FROM transaction date\nWHERE #{trans_type} = {CryptoPurchase} AND #{trans_method} = {Cash , CreditCard} "", ""variable_name"": ""Q1_sum""}, {""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 30 day FROM 7 day before transaction date\nWHERE #{trans_type} = {CryptoPurchase} AND #{trans_method} = {Cash , CreditCard}"", ""variable_name"": ""Q2_count, Q2_sum""}], ""triggers"": ""#{trans_type} = {CryptoPurchase} AND #{trans_method} = {Cash , CreditCard} AND #{amount} >= {5000}""}","{""result"": ""Q2_count > 0 and ( Q1_sum / Q2_sum ) * 100 >= 150"", ""queries"": [{""variable_name"": ""Q1_sum"", ""sql_placeholder"": ""SELECT SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'CryptoPurchase' AND t.trans_method in ('Cash', 'CreditCard') AND\n    a.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 7, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_count, Q2_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'CryptoPurchase' AND t.trans_method in ('Cash', 'CreditCard') AND\n    a.trans_date >= date_sub(day, 30, date_sub(day ,7 ,toDateTime(%(trans_date)s))) AND\n            a.trans_date <= date_sub(day, 7, toDateTime(%(trans_date)s)) AND\n            t.trans_date >= date_sub(day, 30, date_sub(day ,7 ,toDateTime(%(trans_date)s))) AND\n            t.trans_date <= date_sub(day, 7, toDateTime(%(trans_date)s))\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'CryptoPurchase' AND t.trans_method in ('Cash', 'CreditCard') AND t.amount >= '5000'\n);""}"
D0044,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{account} is {dest} AND ( #{s.trans_ip} in {country_risk_high} OR #{s.trans_ip} in {country_risk_prohibited})""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    d.tenant_id = %(tenant_id)s AND d.acct_id = %(acct_id)s AND d.trans_date = %(trans_date)s AND ( s.trans_ip  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = 'High' AND r.name = 'country_risk') OR s.trans_ip  in  (SELECT c.value FROM ref_list_items c JOIN ref_list r ON c.reference_id = r.id WHERE c.tenant_id = %(tenant_id)s AND c.risk_level = 'Prohibited' AND r.name = 'country_risk') )\n);""}"
D0045,"{""result"": ""(Q1_count >= 5 AND ((Q1_count-(Q2_count/12))/ (Q2_count/12))*100 >= 30) OR (Q1_sum >= 10000 AND ((Q1_sum-(Q2_sum/12))/ (Q2_sum/12))*100 >= 30)"", ""queries"": [{""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 30 day FROM transaction date\nWHERE #{trans_type} = {Bet}"", ""variable_name"": ""Q1_count, Q1_sum""}, {""pseudo_query"": ""QUERY COUNT({amount}), SUM({amount})\nFROM DATA\nPAST 365 day FROM 30 day before transaction date\nWHERE #{trans_type} = {Bet}"", ""variable_name"": ""Q2_count, Q2_sum""}], ""triggers"": ""#{trans_type} = {Bet}""}","{""result"": ""(Q1_count >= 5 and ((Q1_count-(Q2_count/12))/ (Q2_count/12))*100 >= 30) or (Q1_sum >= 10000 and ((Q1_sum-(Q2_sum/12))/ (Q2_sum/12))*100 >= 30)"", ""queries"": [{""variable_name"": ""Q1_count, Q1_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Bet' AND\n    a.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n            a.trans_date <= toDateTime(%(trans_date)s) AND \n            t.trans_date >= date_sub(day, 30, toDateTime(%(trans_date)s)) AND \n            t.trans_date <= toDateTime(%(trans_date)s)\n);"", ""template_number"": 1}, {""variable_name"": ""Q2_count, Q2_sum"", ""sql_placeholder"": ""SELECT COUNT(t.amount) as Count, SUM(t.amount) as Sum \nFROM \n    cust_trans_info a\n    JOIN transactions t ON a.trans_id = t.id \nWHERE \n    (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND\n    a.tenant_id = %(tenant_id)s AND\n    t.tenant_id = %(tenant_id)s AND\n    a.acct_id = %(acct_id)s AND (\n    t.trans_type = 'Bet' AND\n    a.trans_date >= date_sub(day, 365, date_sub(day ,30 ,toDateTime(%(trans_date)s))) AND\n            a.trans_date <= date_sub(day, 30, toDateTime(%(trans_date)s)) AND\n            t.trans_date >= date_sub(day, 365, date_sub(day ,30 ,toDateTime(%(trans_date)s))) AND\n            t.trans_date <= date_sub(day, 30, toDateTime(%(trans_date)s))\n);"", ""template_number"": 1}], ""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info a\n    JOIN transactions t \n    ON t.id = a.trans_id \nWHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(a.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\na.tenant_id = %(tenant_id)s AND\nt.tenant_id = %(tenant_id)s AND\na.acct_id = %(acct_id)s AND\na.trans_date = %(trans_date)s AND (\n    t.trans_type = 'Bet'\n);""}"
D0046,"{""triggers"": ""QUERY COUNT(*)\nFROM DATA\nWHERE #{trans_type} = {InsuranceSurrender} AND #{amount} >= {10000} AND #{s.reference} != {d.reference} ""}","{""triggers"": ""SELECT COUNT(*) \nFROM cust_trans_info d\n    JOIN transactions t\n    ON d.trans_id = t.id\n    AND d.trans_acct_type = 'Destination'\n    JOIN cust_trans_info s\n    ON s.trans_id = t.id\n    AND s.trans_acct_type = 'Source'\n    WHERE (COALESCE(t.env, 0) = %(env_var)d AND COALESCE(d.env, 0) = %(env_var)d AND COALESCE(s.env, 0) = %(env_var)d) AND t.id = %(trans_id)s AND\nt.tenant_id = %(tenant_id)s AND\nt.trans_date = %(trans_date)s AND (\n    t.trans_type = 'InsuranceSurrender' AND t.amount >= '10000' AND s.reference != d.reference\n);""}"
